class1,receptor1_name_short,receptor1_name,receptor1_entry_name,class2,receptor2_name_short,receptor2_name,receptor2_entry_name,identity,similarity
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),5-HT<sub>7</sub>,5-HT<sub>7</sub> receptor,5ht7r_human,56,36
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),M<sub>1</sub>,M<sub>1</sub> receptor,acm1_human,52,31
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),M<sub>2</sub>,M<sub>2</sub> receptor,acm2_human,50,28
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),M<sub>3</sub>,M<sub>3</sub> receptor,acm3_human,53,32
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),M<sub>4</sub>,M<sub>4</sub> receptor,acm4_human,50,30
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),M<sub>5</sub>,M<sub>5</sub> receptor,acm5_human,53,30
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),&alpha;<sub>1A</sub>,&alpha;<sub>1A</sub>-adrenoceptor,ada1a_human,61,37
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),&alpha;<sub>1B</sub>,&alpha;<sub>1B</sub>-adrenoceptor,ada1b_human,61,39
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),&alpha;<sub>1D</sub>,&alpha;<sub>1D</sub>-adrenoceptor,ada1d_human,60,39
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,56,36
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),&alpha;<sub>2B</sub>,&alpha;<sub>2B</sub>-adrenoceptor,ada2b_human,55,35
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),&alpha;<sub>2C</sub>,&alpha;<sub>2C</sub>-adrenoceptor,ada2c_human,55,34
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),&beta;<sub>1</sub>,&beta;<sub>1</sub>-adrenoceptor,adrb1_human,78,66
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,56,69
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,39,61
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),D<sub>2</sub>,D<sub>2</sub> receptor,drd2_human,36,58
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),D<sub>3</sub>,D<sub>3</sub> receptor,drd3_human,35,56
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),D<sub>4</sub>,D<sub>4</sub> receptor,drd4_human,31,52
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),D<sub>5</sub>,D<sub>5</sub> receptor,drd5_human,39,61
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),H<sub>1</sub>,H<sub>1</sub> receptor,hrh1_human,32,56
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),H<sub>2</sub>,H<sub>2</sub> receptor,hrh2_human,36,60
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),H<sub>3</sub>,H<sub>3</sub> receptor,hrh3_human,27,49
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),H<sub>4</sub>,H<sub>4</sub> receptor,hrh4_human,26,48
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),TA<sub>1</sub>,TA<sub>1</sub> receptor,taar1_human,34,54
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),AT<sub>1</sub>,AT<sub>1</sub> receptor,agtr1_human,26,45
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),AT<sub>2</sub>,AT<sub>2</sub> receptor,agtr2_human,22,41
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),apelin,apelin receptor,apj_human,24,42
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),BB<sub>1</sub>,BB<sub>1</sub> receptor,nmbr_human,23,40
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),BB<sub>2</sub>,BB<sub>2</sub> receptor,grpr_human,24,41
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),BB<sub>3</sub>,BB<sub>3</sub> receptor,brs3_human,27,44
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),B<sub>1</sub>,B<sub>1</sub> receptor,bkrb1_human,22,39
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),B<sub>2</sub>,B<sub>2</sub> receptor,bkrb2_human,20,40
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),CCK<sub>1</sub>,CCK<sub>1</sub> receptor,cckar_human,27,46
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),CCK<sub>2</sub>,CCK<sub>2</sub> receptor,gasr_human,27,49
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),C3a,C3a receptor,c3ar_human,24,42
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),C5a<sub>1</sub>,C5a<sub>1</sub> receptor,c5ar1_human,21,38
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),C5a<sub>2</sub>,C5a<sub>2</sub> receptor,c5ar2_human,18,33
A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,A (Rhodopsin),ET<sub>A</sub>,ET<sub>A</sub> receptor,ednra_human,20,38
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),5-HT<sub>1A</sub>,5-HT<sub>1A</sub> receptor,5ht1a_human,56,36
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),5-HT<sub>1B</sub>,5-HT<sub>1B</sub> receptor,5ht1b_human,55,37
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),5-HT<sub>1D</sub>,5-HT<sub>1D</sub> receptor,5ht1d_human,54,33
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),5-HT<sub>1E</sub>,5-HT<sub>1E</sub> receptor,5ht1e_human,52,35
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),5-HT<sub>1F</sub>,5-HT<sub>1F</sub> receptor,5ht1f_human,52,33
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),5-HT<sub>2A</sub>,5-HT<sub>2A</sub> receptor,5ht2a_human,53,33
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),5-HT<sub>2B</sub>,5-HT<sub>2B</sub> receptor,5ht2b_human,50,32
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),5-HT<sub>2C</sub>,5-HT<sub>2C</sub> receptor,5ht2c_human,51,33
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),5-HT<sub>4</sub>,5-HT<sub>4</sub> receptor,5ht4r_human,53,38
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),5-HT<sub>5A</sub>,5-HT<sub>5A</sub> receptor,5ht5a_human,52,34
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),5-HT<sub>6</sub>,5-HT<sub>6</sub> receptor,5ht6r_human,56,36
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),5-HT<sub>7</sub>,5-HT<sub>7</sub> receptor,5ht7r_human,56,36
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),M<sub>1</sub>,M<sub>1</sub> receptor,acm1_human,48,33
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),M<sub>2</sub>,M<sub>2</sub> receptor,acm2_human,47,28
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),M<sub>3</sub>,M<sub>3</sub> receptor,acm3_human,49,29
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),M<sub>4</sub>,M<sub>4</sub> receptor,acm4_human,47,30
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),M<sub>5</sub>,M<sub>5</sub> receptor,acm5_human,50,29
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),&alpha;<sub>1A</sub>,&alpha;<sub>1A</sub>-adrenoceptor,ada1a_human,61,41
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),&alpha;<sub>1B</sub>,&alpha;<sub>1B</sub>-adrenoceptor,ada1b_human,61,43
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),&alpha;<sub>1D</sub>,&alpha;<sub>1D</sub>-adrenoceptor,ada1d_human,59,43
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,57,37
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),&alpha;<sub>2B</sub>,&alpha;<sub>2B</sub>-adrenoceptor,ada2b_human,57,38
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),&alpha;<sub>2C</sub>,&alpha;<sub>2C</sub>-adrenoceptor,ada2c_human,57,36
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),&beta;<sub>1</sub>,&beta;<sub>1</sub>-adrenoceptor,adrb1_human,74,62
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,69,56
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,35,54
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),D<sub>2</sub>,D<sub>2</sub> receptor,drd2_human,36,56
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),D<sub>3</sub>,D<sub>3</sub> receptor,drd3_human,39,56
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),D<sub>4</sub>,D<sub>4</sub> receptor,drd4_human,39,56
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),D<sub>5</sub>,D<sub>5</sub> receptor,drd5_human,37,54
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),H<sub>1</sub>,H<sub>1</sub> receptor,hrh1_human,33,52
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),H<sub>2</sub>,H<sub>2</sub> receptor,hrh2_human,40,58
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),H<sub>3</sub>,H<sub>3</sub> receptor,hrh3_human,32,51
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),H<sub>4</sub>,H<sub>4</sub> receptor,hrh4_human,25,46
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),TA<sub>1</sub>,TA<sub>1</sub> receptor,taar1_human,34,53
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),AT<sub>1</sub>,AT<sub>1</sub> receptor,agtr1_human,23,41
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),AT<sub>2</sub>,AT<sub>2</sub> receptor,agtr2_human,21,36
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),apelin,apelin receptor,apj_human,26,41
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),BB<sub>1</sub>,BB<sub>1</sub> receptor,nmbr_human,22,38
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),BB<sub>2</sub>,BB<sub>2</sub> receptor,grpr_human,22,39
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),BB<sub>3</sub>,BB<sub>3</sub> receptor,brs3_human,24,39
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),B<sub>1</sub>,B<sub>1</sub> receptor,bkrb1_human,21,37
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),B<sub>2</sub>,B<sub>2</sub> receptor,bkrb2_human,21,40
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),CCK<sub>1</sub>,CCK<sub>1</sub> receptor,cckar_human,27,43
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),CCK<sub>2</sub>,CCK<sub>2</sub> receptor,gasr_human,29,47
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),C3a,C3a receptor,c3ar_human,23,38
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),C5a<sub>1</sub>,C5a<sub>1</sub> receptor,c5ar1_human,20,35
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),C5a<sub>2</sub>,C5a<sub>2</sub> receptor,c5ar2_human,19,31
A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,A (Rhodopsin),ET<sub>A</sub>,ET<sub>A</sub> receptor,ednra_human,19,33
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),5-HT<sub>1A</sub>,5-HT<sub>1A</sub> receptor,5ht1a_human,59,40
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),5-HT<sub>1B</sub>,5-HT<sub>1B</sub> receptor,5ht1b_human,56,40
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),5-HT<sub>1D</sub>,5-HT<sub>1D</sub> receptor,5ht1d_human,58,39
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),5-HT<sub>1E</sub>,5-HT<sub>1E</sub> receptor,5ht1e_human,54,35
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),5-HT<sub>1F</sub>,5-HT<sub>1F</sub> receptor,5ht1f_human,55,40
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),5-HT<sub>2A</sub>,5-HT<sub>2A</sub> receptor,5ht2a_human,52,33
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),5-HT<sub>2B</sub>,5-HT<sub>2B</sub> receptor,5ht2b_human,52,35
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),5-HT<sub>2C</sub>,5-HT<sub>2C</sub> receptor,5ht2c_human,52,31
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),5-HT<sub>4</sub>,5-HT<sub>4</sub> receptor,5ht4r_human,59,41
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),5-HT<sub>5A</sub>,5-HT<sub>5A</sub> receptor,5ht5a_human,52,32
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),5-HT<sub>6</sub>,5-HT<sub>6</sub> receptor,5ht6r_human,55,37
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),5-HT<sub>7</sub>,5-HT<sub>7</sub> receptor,5ht7r_human,56,38
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),M<sub>1</sub>,M<sub>1</sub> receptor,acm1_human,49,30
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),M<sub>2</sub>,M<sub>2</sub> receptor,acm2_human,50,31
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),M<sub>3</sub>,M<sub>3</sub> receptor,acm3_human,51,31
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),M<sub>4</sub>,M<sub>4</sub> receptor,acm4_human,48,29
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),M<sub>5</sub>,M<sub>5</sub> receptor,acm5_human,52,32
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),&alpha;<sub>1A</sub>,&alpha;<sub>1A</sub>-adrenoceptor,ada1a_human,59,39
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),&alpha;<sub>1B</sub>,&alpha;<sub>1B</sub>-adrenoceptor,ada1b_human,57,38
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),&alpha;<sub>1D</sub>,&alpha;<sub>1D</sub>-adrenoceptor,ada1d_human,59,38
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),&alpha;<sub>2A</sub>,&alpha;<sub>2A</sub>-adrenoceptor,ada2a_human,57,39
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),&alpha;<sub>2B</sub>,&alpha;<sub>2B</sub>-adrenoceptor,ada2b_human,56,38
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),&alpha;<sub>2C</sub>,&alpha;<sub>2C</sub>-adrenoceptor,ada2c_human,55,37
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),&beta;<sub>1</sub>,&beta;<sub>1</sub>-adrenoceptor,adrb1_human,61,42
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),&beta;<sub>2</sub>,&beta;<sub>2</sub>-adrenoceptor,adrb2_human,61,39
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),&beta;<sub>3</sub>,&beta;<sub>3</sub>-adrenoceptor,adrb3_human,54,35
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),D<sub>2</sub>,D<sub>2</sub> receptor,drd2_human,38,57
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),D<sub>3</sub>,D<sub>3</sub> receptor,drd3_human,36,56
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),D<sub>4</sub>,D<sub>4</sub> receptor,drd4_human,36,51
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),D<sub>5</sub>,D<sub>5</sub> receptor,drd5_human,77,92
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),H<sub>1</sub>,H<sub>1</sub> receptor,hrh1_human,31,51
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),H<sub>2</sub>,H<sub>2</sub> receptor,hrh2_human,37,57
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),H<sub>3</sub>,H<sub>3</sub> receptor,hrh3_human,29,49
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),H<sub>4</sub>,H<sub>4</sub> receptor,hrh4_human,27,47
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),TA<sub>1</sub>,TA<sub>1</sub> receptor,taar1_human,38,57
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),AT<sub>1</sub>,AT<sub>1</sub> receptor,agtr1_human,22,40
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),AT<sub>2</sub>,AT<sub>2</sub> receptor,agtr2_human,20,38
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),apelin,apelin receptor,apj_human,24,39
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),BB<sub>1</sub>,BB<sub>1</sub> receptor,nmbr_human,22,37
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),BB<sub>2</sub>,BB<sub>2</sub> receptor,grpr_human,22,40
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),BB<sub>3</sub>,BB<sub>3</sub> receptor,brs3_human,20,40
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),B<sub>1</sub>,B<sub>1</sub> receptor,bkrb1_human,20,34
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),B<sub>2</sub>,B<sub>2</sub> receptor,bkrb2_human,20,39
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),CCK<sub>1</sub>,CCK<sub>1</sub> receptor,cckar_human,27,44
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),CCK<sub>2</sub>,CCK<sub>2</sub> receptor,gasr_human,26,44
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),C3a,C3a receptor,c3ar_human,22,36
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),C5a<sub>1</sub>,C5a<sub>1</sub> receptor,c5ar1_human,23,38
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),C5a<sub>2</sub>,C5a<sub>2</sub> receptor,c5ar2_human,17,33
A (Rhodopsin),D<sub>1</sub>,D<sub>1</sub> receptor,drd1_human,A (Rhodopsin),ET<sub>A</sub>,ET<sub>A</sub> receptor,ednra_human,19,36
A (Rhodopsin),D<sub>2</sub>,D<sub>2</sub> receptor,drd2_human,A (Rhodopsin),5-HT<sub>1A</sub>,5-HT<sub>1A</sub> receptor,5ht1a_human,60,38
A (Rhodopsin),D<sub>2</sub>,D<sub>2</sub> receptor,drd2_human,A (Rhodopsin),5-HT<sub>1B</sub>,5-HT<sub>1B</sub> receptor,5ht1b_human,59,40
A (Rhodopsin),D<sub>2</sub>,D<sub>2</sub> receptor,drd2_human,A (Rhodopsin),5-HT<sub>1D</sub>,5-HT<sub>1D</sub> receptor,5ht1d_human,61,40
A (Rhodopsin),D<sub>2</sub>,D<sub>2</sub> receptor,drd2_human,A (Rhodopsin),5-HT<sub>1E</sub>,5-HT<sub>1E</sub> receptor,5ht1e_human,57,36
A (Rhodopsin),D<sub>2</sub>,D<sub>2</sub> receptor,drd2_human,A (Rhodopsin),5-HT<sub>1F</sub>,5-HT<sub>1F</sub> receptor,5ht1f_human,57,37
